,Unnamed: 0,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,vocab,love,money,violence,drugs,gendered,sadness,joy,yes,no,gender,genre
10,10,Al Green,Here I Am (Come and Take Me),Here I Am (Come and Take Me) by Al Green,,1973.0,4.0,,8943,https://genius.com/Al-green-here-i-am-come-and-take-me-lyrics,0,1,2,7 contributorshere i am come and take me lyrics i can't believe that it's real the way that you make me feel a burning deep down inside a love that i cannot hide  our love is you and me baby that make the world go round and if keeping you and loving you means laying all my troubles down  here i am baby come and take me here i am baby won't you come and take me take me by the hand yeah show me here i am baby  it always ends up this way me begging you every day a love that i cannot have you broke my heart into half  our love is you and me baby that make the world go 'round keeping you and loving you means laying all my troubles down you might also like here i am baby come and take me here i am baby won't you come and take me take me by the hand yeah squeeze it here i am baby  when i'm down i can always call you for a helping hand i know you'll do the best you can but it don't take much for me before my cup runs over all this love's inside of me i believe there's going to be an explosion yeah you can talk to me oh baby i'm in no hurry tell me all your troubles and you won't ever have to worry no and one more thing you just can't trust everybody everybody you see no no you'll find yourself lost and alone on a darkened street  here i am baby come and take me here i am baby would you come and take me take me by the hand show me hey hey take me hey hey show me won't you here i am baby hey hey take me won't you teach me baby won't you take me by the hand teach me here i am babyembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,117,20,0,0,0,42,0,0,0,7,male,soul
11,11,Al Green,Ride Sally Ride,Ride Sally Ride by Al Green,,1970.0,,,8255,https://genius.com/Al-green-ride-sally-ride-lyrics,0,2,1,3 contributorsride sally ride lyrics yeah again  sally was a girl that lived in memphis was down on all the latest dances i found the groove and sally start to move and all the guys taking chances and everybody would say  ride sally ride all you gotta do wipe your weepin' eyes tell you just shake it to the east now baby yeah just shake it to the west now baby hey baby just shake now shake it shake shake it yeah  sally would dance all night long this is what i say to you yeah how we fly we doin' till we die we dancin' till the night is through everybody sing  ride sally ride oh make me feel good wipe your weeping eyes all you gotta do is shake it to the east now baby i'd keep on sayin' shake it to the west now baby gettin' good i said you might also like shake it shake it babe shake it yeah shake it yeah early in the morning yeah in the evenin' go on and shake it hey hey baby  ride sally ride lord have mercy wipe your weeping eyes go on and get it get it ride sally rideembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,88,6,0,0,0,14,0,0,3,5,male,soul
12,12,Al Green,Free At Last,Free At Last by Al Green,1973-12-06,1973.0,12.0,6.0,7884,https://genius.com/Al-green-free-at-last-lyrics,0,1,1,6 contributorsfree at last lyrics free at last free at last thank god almighty i'm free at last  i'm alright 'cause you're here tonight thank god almighty everything's alright it's been a long long climb glad i made it over can't stop myself from crying feeling all wrapped up in clover  i can sing my song sing if you don't do me wrong thank god almighty you're where you belong i can sing my song sing before too long thank god almighty sing my song  pain we can defeat listen baby honey has never been so sweet you got children standing on their feet walking up and down the street waving their hands and i'm you might also like free at last free free at last thank god almighty free at last i can sing my song sing i can sing my song thank god almighty i can sing my song free at last free man i said free at last oh ooh god almighty yeah yeah yeah said i'm free at last free free at last it's all i could ask babe hey yeah  sing oh my babe i thank you thank you thank you yeah i thank you yes i got to thank you yes i got to thank you yeah thank god almighty free at last yeah baby yeah baby you know what i mean baby free free free free free free free free free free yeah yeah oh babe so i can sing thank god thank god almighty yeah free at last we're free at last1embed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,93,7,0,0,0,9,0,1,2,1,male,soul
13,13,Al Green,I’m A Ram,I’m A Ram by Al Green,,1971.0,3.0,,7366,https://genius.com/Al-green-im-a-ram-lyrics,0,1,2,6 contributorsi’m a ram lyrics drive on until i get there i think i’ll drive on until i get there  'cause i'm a ram yes i am and i know just what to do think i’ll drive on and try to get next to you  hey baby ‘cause i'm a ram bet your life i do ‘cause i'm a ram now and i wanna get next to you oh baby yeah ooh  drive on until i get there i think i'll drive on until i get there you might also like let me say 'cause i'm a ram yes i am and i'm as stubborn as i can be i'm a ram yes i am now try to get next to me  hey i'm a ram yeah you bet your life you do i'm a ram now wanna get next to you  drive on until i get there i think i'll drive on until i get there  i'm a ram out in the bush and he needs to be free won't somebody please come and see about me  hey 'cause i'm a ram now bet your life i do 'cause i'm a ram now wanna get next to you oh thank you right now yeah my my my hey drive on 'cause i'm a ram drive on i want you to drive on hey gotta gotta keep on driving i'm as selfish as i can be i'm a ram now try to get next to me baby oh my my oh oh my my my my myembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,70,3,0,0,0,19,0,0,3,8,male,soul
14,14,Al Green,I’m Glad You’re Mine,I’m Glad You’re Mine by Al Green,1972-10-23,1972.0,10.0,23.0,6886,https://genius.com/Al-green-im-glad-youre-mine-lyrics,0,1,2,6 contributorsi’m glad you’re mine lyrics baby i'm so glad you're here baby i've got something to say my dear baby yeah yeah i'm just so glad you're mine whoaho baby why did it take so long oh baby only made my love grow strong baby yeah yeah i'm so glad you're mine  hey hey hey hey when darkness gather 'round me and friends forsake me i know you'll never let me down i know you'll never let me down hey hey hey hey hey  baby i'm not gonna leave you alone baby on top of that i'll give you what you want baby yeah i'm so glad you're mine  hey hey hey when darkness gather 'round me and friends forsake me i know you'll never let me down i know you'll never let me down woohoo boy hey hey you might also like i know you'll never say baby baby baby i'm gonna turn my back and walk away now baby baby i'll see you another day hey baby hey baby i'm so i'm so thankful for your love angel thankful for your love angel baby glad you're mine ah thankful for your love hey hey hey baby hey hey hey hey hey thankful for your loveembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,79,23,0,0,0,35,0,6,0,8,male,soul
15,15,Al Green,God Blessed Our Love,God Blessed Our Love by Al Green,,1974.0,10.0,,6309,https://genius.com/Al-green-god-blessed-our-love-lyrics,0,2,3,2 contributorsgod blessed our love lyrics god blessed our love even in the morning when i rise i say god blessed our love  and every morning when i rise i can just see heaven more in your eyes it makes me know this is not an everyday love no no we've got something i'm sure we can be proud of  oh we've got so much show much love we've got so much so much trust can't you see a halo a halo i can see a halo hovering over us  and oh i didn't meant it baby but god blessed our love i have to say it this evening that god oh god blessed our love if you've got something to be thankful for you oughta just say hey god blessed our love i'll have to say this evening god oh god blessed our love i swear he did you might also like let me say i could just stand up and tell the world oh babe that you're mine all mine all mine your love is heavenly desire and i just have to say i like kissing you i like i like hugging you i like squeezing you wanting you holding you loving you i'm glad i'm still loving you come on baby let me say that when people yeah people yeah start to criticize it don't bother me no no 'cause i know god god god is on our side  you see and let me just say that god god blessed our love i have to say that god blessed our loveembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,107,14,0,0,0,11,0,1,2,7,male,soul
16,16,Al Green,Call Me (Come Back Home),Call Me (Come Back Home) by Al Green,1973-01-30,1973.0,1.0,30.0,5662,https://genius.com/Al-green-call-me-come-back-home-lyrics,0,1,3,5 contributorscall me come back home lyrics call me call me call me  what a beautiful time we had together now it's getting late and we must leave each other yeah just remember the time we had and how right i tried to be it's all in a day's work call me  losing your love acting foolishly go on and take your time 'cause you're only losing me love is a long ways from here tell you it's all in the way you feel if your love is real come to me  call me call me call me come back home  the best thing i can do is give you your love is give you your love baby let you go on your way feeling as free as a dove and if you find you're a long ways from home and somebody's doing you wrong just call on me baby come back home you might also like call me call me come back home call me call me come back home  hey when you're worried things ain't going right yeah it's all in a day's work call me when you're lonely you can call me when you're feeling sad baby oh oh oh yeah it's all in a day's work come back home  call me call me come back home call meembed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,88,8,0,0,0,13,1,0,0,1,male,soul
17,17,Al Green,Judy,Judy by Al Green,1972-01-31,1972.0,1.0,31.0,5333,https://genius.com/Al-green-judy-lyrics,0,1,1,5 contributorsjudy lyrics i never thought dreams could happen until one came true for me  since i met judy since i met judy oh my life has been one sweet melody yeah yeah  i never thought i could welcome two other hearts as i do  oh since i met judy since i met judy well it's been a real hip thing i'm telling you oh i'm saying that i want judy  talking 'bout beauty she's got it i know she's got it and her sweet little ways mean so much to me oh yeah yeah i make it my duty to love her got her got her yeah yeah i'm gonna keep her right here with me yeah yeah you might also like now i find it hard to believe that i'm happy yeah and all my pains and heartaches are long gone so glad i can tell the world  since i met judy since i met judy well my life has been one sweet song and i won't be worried long and if you think i'm gonna leave her man you're wrong  it's only judy i'm telling you you're wrong 'cause i love judy yeah i'm crazy 'bout judy judy judy judy judy oh what a woman what a woman3embed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,102,4,0,0,0,29,0,2,0,2,male,soul
18,18,Al Green,What a Wonderful Thing Love Is,What a Wonderful Thing Love Is by Al Green,1972-10-23,1972.0,10.0,23.0,5172,https://genius.com/Al-green-what-a-wonderful-thing-love-is-lyrics,0,1,1,1 contributorwhat a wonderful thing love is lyrics oh what a wonderful thing love is oh i can see you standing there now and you're the prettiest thing in the crowd and guess who'll be laughing loud but me you made me see the love that you're giving me baby won't you hold my hand now that kind of makes a fool understand just let me know that i'm your man and show i'm not ashamed i walk the floor when you leave me baby i don't know about you let me tell you what i'm gonna do i'm gonna try to make my dreams come true with you baby with you baby yeah  i wanna say i've been crying about your love the nighttime find me wetting my pillow but i really i don't i don't mind no but if you you just let me say it again i've been crying i wish old trouble would leave me alone but i've been crying oh come on and stop the rain right now yeah stop the rain stop the rain stop the rain yeah baby baby yeah oh what a wonderful thing love is hey yeah babyyou might also like2embed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,98,12,0,0,0,14,0,4,0,7,male,soul
19,19,Al Green,Funny How Time Slips Away,Funny How Time Slips Away by Al Green,,1973.0,4.0,,5065,https://genius.com/Al-green-funny-how-time-slips-away-lyrics,0,1,1,5 contributorsfunny how time slips away lyrics time time time time  well hello there my it's been a long time how am i doin' well i guess i'm doin' fine it's been so long and it seems like it was only yesterday ain't it funny how time slips away  how's your new love i hope he's doin' fine oh yeah i heard you told him told him you're gonna love him 'til the end of time but if i remember that's the same thing same thing that you told me it was only yesterday ain't it funny how time just slips away  i gotta go now i guess i'll see you somewhere around somewhere around uhhuh but oh you don't know you never know we don't know you can't know when i'll be back in town remember what i told you that in time you're gonna pay well ain't it funny funny funny how time just slips away you might also likeall i want you to do is just just remember what i told you in time in time you're gonna pay yeah ain't it funny funny funny how time just slips away  one thing i want you to do is just remember remember what i told you in time in time hey ain't it funny funny funny how time just slips away ooh baby oh baby it's the same thing same thing that you told me oh it seems like just the other day ain't it funny funny funny how time just slips away funny thing about the time baby it's funny baby how time slips away ain't it funny funny funny how time just slips away1embed,https://s3.amazonaws.com/rapgenius/algreen_wide-1859c7e02eb9c661302371127ea16d32559b63ea-s6-c10.jpg,93,6,0,0,0,21,0,1,2,5,male,soul
20,20,Aretha Franklin,Respect,Respect by Aretha Franklin,1967-04-29,1967.0,4.0,29.0,512683,https://genius.com/Aretha-franklin-respect-lyrics,0,2,1,79 contributorsrespect lyrics  what you want baby i got it what you need do you know i got it  all i'm askin' is for a little respect when you come home just a little bit hey baby just a little bit when you get home just a little bit mister just a little bit  i ain't gonna do you wrong while you're gone ain't gon' do you wrong 'cause i don't wanna  all i'm askin' is for a little respect when you come home just a little bit baby just a little bit when you get home just a little bit yeah just a little bit  i'm about to give you all of my money and all i'm askin' in return honey is to give me my propers when you get home you might also like just a just a just a just a yeah baby just a just a just a just a when you get home just a little bit yeah just a little bit   ooh your kisses sweeter than honey and guess what so is my money  all i want you to do for me is give it to me when you get home re re re re yeah baby re re re re whip it to me respect just a little bit when you get home now just a little bit  respect find out what it means to me respect take care of tcb  sock it to me sock it to me sock it to me sock it to me a little respect sock it to me sock it to me sock it to me sock it to me whoa babe just a little bit a little respect just a little bit i get tired just a little bit keep on tryin' just a little bit you're runnin' out of fools just a little bit and i ain't lyin' just a little bit re re re re start when you come home re re re respect or you might walk in just a little bit and find out i'm gone just a little bit i gotta have just a little bit a little respect just a little bit21embed,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,87,7,2,0,0,10,0,0,0,2,female,soul
21,21,Aretha Franklin,I Say a Little Prayer,I Say a Little Prayer by Aretha Franklin,1968-06-14,1968.0,6.0,14.0,366590,https://genius.com/Aretha-franklin-i-say-a-little-prayer-lyrics,0,1,2,36 contributorsi say a little prayer lyrics i say a little prayer for you  the moment i wake up before i put on my makeup makeup i say a little prayer for you and while i'm combing my hair now and wondering what dress to wear now wear now i say a little prayer for you  forever forever and ever yeah you'll stay in my heart and i will love you forever forever and ever ever we never will part oh how i love you together together together together that's how it must be to live without you would only mean heartbreak for me oohhoo  i run for the bus dear but while riding i think of us dear us dear i say a little prayer for you and at work i just take time and all through my coffee break time break time i say a little prayer for you you might also like forever forever and ever ever you'll stay in my heart and i will love you forever forever and ever ever we never will part oh how i love you together together together together that's how it must be to live without you would only mean heartbreak for me nobody but me forever ever and ever ever you'll stay in my heart and i will love you forever forever and ever ever we never will part oh how i love you together together together together that's how it must be to live without you would only mean heartbreak for me ooh oohhoo  my darling believe me believe me for me there is no one but you please love me true i'm in love with you answer my prayer answer my prayer baby answer my prayer say you'll love me true answer my prayer answer my prayer baby answer my prayer  ey forever forever and ever ever ever you'll stay in my heart and i will love you forever forever and ever ever we never will part oh how i love you together together together together that's how it must be to live without you would only mean heartbreak for me oh nobody but me my darling believe me believe me for me there is no one but you please love me true  this is my prayer answer my prayer baby answer my prayer now baby answer my prayer baby this is my prayer answer my prayer baby answer it right now baby answer my prayer baby say you'll love me true answer my prayer baby this is my prayer baby answer my prayer baby i'm in love with you answer my prayer10embed,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,94,33,0,0,0,46,4,1,0,9,female,soul
22,22,Aretha Franklin,Think,Think by Aretha Franklin,1968-05-02,1968.0,5.0,2.0,90675,https://genius.com/Aretha-franklin-think-lyrics,0,1,2,26 contributorsthink lyrics you better think think think about what you're trying to do to me think think think let your mind go let yourself be free  let's go back let's go back let's go way on to way back when i didn't even know you you couldn't have been too much more than ten just a child i ain't no psychiatrist i ain't no doctor with degrees but it don't take too much high iq to see what you're doing to me  you better think think think about what you're trying to do to me yeah think think think let your mind go let yourself be free  'cause freedom freedom stands for freedom freedom oh freedom yeah freedom right now freedom freedom oh freedom freedom give me some freedom oh freedom oh right now you might also like yeah think about it you think about it  there ain't nothing you could ask i could answer you but i won't i won't but i was gonna change but i'm not if you keep doing things i don't  you better think think think about what you're trying to do to me oh ohohoh think what you're tryna to do to me think let your mind go let yourself be free  people walking around everyday playing games and taking scores trying to make other people lose their minds well be careful you don't lose yours  oh think think think about what you're trying to do to me wooh think think let your mind go let yourself be free you need me need me and i need you don't you know without each other there ain't nothing neither can do  oh yeah think about it baby what you're tryin' do to me when i'm gone baby think about it right now yeah right now to the bone for deepness oh right now to the bone for deepness yeah right now to the bone for deepness you think about it baby baby baby to the bone for deepness oh to the bone baby to the bone for deepness yeah ooh to the bone for deepness3embed,https://images.genius.com/11e85339052bcea18284d0ce1fe837f4.800x800x1.jpg,114,6,0,0,0,20,0,0,0,13,female,soul
